|DocCount|IDF
interest|17|6.910574829722237
but|326|3.9568907924117456
sink|55|5.736454988545982
darkens|1|9.743788173778453
flock|3|8.645175885110344
jumbo|2|9.050640993218508
argentina|23|6.608293957849304
replicate|4|8.357493812658563
success|13|7.178838816316916
peace|8|7.664346632098617
pact|14|7.1047308441631944
chance|9|7.546563596442233
unlocking|2|9.050640993218508
extends|102|5.118815360494182
ambanis|1|9.743788173778453
cusp|5|8.134350261344352
bear|29|6.376492343791979
time|135|4.838513395340024
shooting|1|9.743788173778453
retail|12|7.2588815239904525
job|60|5.649443611556352
identifies|2|9.050640993218508
carrying|3|8.645175885110344
renewables|13|7.178838816316916
money|24|6.565734343430507
just|56|5.718436483043304
boosted|21|6.69926573605503
heartland|1|9.743788173778453
disdain|1|9.743788173778453
creates|5|8.134350261344352
takeover|24|6.565734343430507
bargain|12|7.2588815239904525
asian|179|4.556402367937698
brutal|2|9.050640993218508
overnight|24|6.565734343430507
negative|109|5.05244029154931
based|5|8.134350261344352
battered|2|9.050640993218508
rope|2|9.050640993218508
petrobras|38|6.106202014052068
see|203|4.430582194736666
second|54|5.754804127214179
plunge|91|5.232928667261603
spanish|3|8.645175885110344
utility|6|7.952028704550398
criticised|3|8.645175885110344
permian|60|5.649443611556352
senate|2|9.050640993218508
committee|4|8.357493812658563
nord|13|7.178838816316916
stream|15|7.035737972676243
2|179|4.556402367937698
downstream|14|7.1047308441631944
land|19|6.799349194612013
trust|8|7.664346632098617
activist|7|7.79787802472314
stockpile|114|5.007589725383958
8|39|6.080226527648807
wont|43|5.9825880580848905
cause|16|6.971199451538672
conns|1|9.743788173778453
strategy|50|5.831765168350307
given|3|8.645175885110344
shoulder|1|9.743788173778453
centricas|1|9.743788173778453
left|14|7.1047308441631944
conn|2|9.050640993218508
too|27|6.447951307774124
bos|15|7.035737972676243
slashing|5|8.134350261344352
goeth|1|9.743788173778453
singapore|9|7.546563596442233
gic|1|9.743788173778453
despite|163|4.650037972971691
decarbonise|1|9.743788173778453
plot|4|8.357493812658563
their|28|6.411583663603249
own|22|6.652745720420137
extinction|1|9.743788173778453
rebellion|2|9.050640993218508
danish|3|8.645175885110344
progress|14|7.1047308441631944
grant|4|8.357493812658563
brief|2|9.050640993218508
hope|174|4.584732874563924
lcf|1|9.743788173778453
bondholder|4|8.357493812658563
hail|3|8.645175885110344
stabilisation|1|9.743788173778453
net|12|7.2588815239904525
narrow|8|7.664346632098617
weaker|109|5.05244029154931
knocked|4|8.357493812658563
liquid|3|8.645175885110344
protect|8|7.664346632098617
forecaster|2|9.050640993218508
flummoxed|1|9.743788173778453
driver|9|7.546563596442233
novatek|3|8.645175885110344
caterpillar|2|9.050640993218508
deceleration|1|9.743788173778453
again|62|5.616653788733362
issue|27|6.447951307774124
sage|1|9.743788173778453
rage|2|9.050640993218508
danger|12|7.2588815239904525
fail|19|6.799349194612013
aim|29|6.376492343791979
halliburtons|1|9.743788173778453
sputter|2|9.050640993218508
dire|2|9.050640993218508
maurel|1|9.743788173778453
prom|1|9.743788173778453
approach|18|6.853416415882289
amerisur|1|9.743788173778453
resource|26|6.485691635756971
grapple|4|8.357493812658563
seizure|5|8.134350261344352
part|24|6.565734343430507
larger|6|7.952028704550398
conflict|21|6.69926573605503
seizes|5|8.134350261344352
two|72|5.467122054762398
linked|6|7.952028704550398
pleads|3|8.645175885110344
olivier|1|9.743788173778453
le|28|6.411583663603249
peuch|1|9.743788173778453
ceo|21|6.69926573605503
revolutionary|2|9.050640993218508
vessel|3|8.645175885110344
slick|6|7.952028704550398
solution|5|8.134350261344352
needed|17|6.910574829722237
baulk|1|9.743788173778453
mexican|21|6.69926573605503
revive|7|7.79787802472314
default|25|6.524912348910252
catch|7|7.79787802472314
22|8|7.664346632098617
operating|6|7.952028704550398
becoming|10|7.441203080784407
turkey|21|6.69926573605503
vow|18|6.853416415882289
continue|66|5.554133431752027
drilling|106|5.0803490796663855
eu|65|5.569400903882816
add|54|5.754804127214179
lobby|5|8.134350261344352
hard|19|6.799349194612013
plastic|7|7.79787802472314
trafigura|33|6.247280612311973
middleman|1|9.743788173778453
practical|1|9.743788173778453
pinns|2|9.050640993218508
illustration|2|9.050640993218508
warship|1|9.743788173778453
stop|26|6.485691635756971
attempt|2|9.050640993218508
impede|1|9.743788173778453
flanker|1|9.743788173778453
race|14|7.1047308441631944
frack|5|8.134350261344352
beat|31|6.309800969293307
deadline|13|7.178838816316916
policing|1|9.743788173778453
senegal|12|7.2588815239904525
conducting|1|9.743788173778453
investigation|4|8.357493812658563
gain|496|3.5372122470535254
vanguard|2|9.050640993218508
related|3|8.645175885110344
rouhani|3|8.645175885110344
consequence|9|7.546563596442233
seizing|2|9.050640993218508
pool|2|9.050640993218508
dollar635m|1|9.743788173778453
inventory|333|3.9356456837980094
drawdown|20|6.748055900224462
geopolitical|32|6.278052270978726
award|4|8.357493812658563
dollar18bn|2|9.050640993218508
oilfield|52|5.792544455197026
expansion|15|7.035737972676243
joo|1|9.743788173778453
loureno|1|9.743788173778453
cure|3|8.645175885110344
angola|20|6.748055900224462
crony|1|9.743788173778453
capitalism|2|9.050640993218508
manager|7|7.79787802472314
sarasin|1|9.743788173778453
hunt|10|7.441203080784407
balance|34|6.217427649162292
conflicting|1|9.743788173778453
shareholder|12|7.2588815239904525
willing|6|7.952028704550398
rethinking|1|9.743788173778453
under|107|5.070959339316547
plug|6|7.952028704550398
evident|2|9.050640993218508
human|3|8.645175885110344
trigger|11|7.345892900980083
stand|16|6.971199451538672
between|37|6.1328702611342285
britain|5|8.134350261344352
suspected|2|9.050640993218508
energean|3|8.645175885110344
ep|2|9.050640993218508
envy|1|9.743788173778453
bound|27|6.447951307774124
dollar750m|1|9.743788173778453
become|35|6.188440112289039
dirty|9|7.546563596442233
word|5|8.134350261344352
rebranding|1|9.743788173778453
palm|48|5.872587162870563
focus|135|4.838513395340024
stuck|15|7.035737972676243
cycle|9|7.546563596442233
get|71|5.481108296737138
businessmen|1|9.743788173778453
connection|1|9.743788173778453
petroecuador|1|9.743788173778453
fully|3|8.645175885110344
flow|22|6.652745720420137
via|5|8.134350261344352
main|7|7.79787802472314
groupsink|1|9.743788173778453
extend|94|5.2004933915084495
might|24|6.565734343430507
due|9|7.546563596442233
domination|1|9.743788173778453
death|16|6.971199451538672
cartel|17|6.910574829722237
coal|15|7.035737972676243
fired|1|9.743788173778453
outreach|1|9.743788173778453
independence|16|6.971199451538672
prove|7|7.79787802472314
be|207|4.411069380513084
illusion|1|9.743788173778453
agree|25|6.524912348910252
somalia|2|9.050640993218508
delivers|2|9.050640993218508
first|136|4.831133288042401
vaca|3|8.645175885110344
muerta|2|9.050640993218508
deposit|4|8.357493812658563
blast|8|7.664346632098617
estimate|43|5.9825880580848905
zama|1|9.743788173778453
defies|10|7.441203080784407
tapping|2|9.050640993218508
dip|336|3.9266770138152487
dolphin|1|9.743788173778453
file|8|7.664346632098617
bankruptcy|10|7.441203080784407
avalanche|1|9.743788173778453
doj|3|8.645175885110344
billionaire|2|9.050640993218508
heiress|1|9.743788173778453
acquires|3|8.645175885110344
monthly|21|6.69926573605503
magazine|1|9.743788173778453
grounded|2|9.050640993218508
ice|4|8.357493812658563
muscle|4|8.357493812658563
harbour|4|8.357493812658563
heating|1|9.743788173778453
president|20|6.748055900224462
brother|1|9.743788173778453
resigns|5|8.134350261344352
allegation|1|9.743788173778453
failed|10|7.441203080784407
sfo|2|9.050640993218508
day|164|4.6439217459542546
reckoning|4|8.357493812658563
clean|15|7.035737972676243
crazy|2|9.050640993218508
offload|1|9.743788173778453
chokepoint|5|8.134350261344352
gasoline|80|5.361761539104571
philadelphia|1|9.743788173778453
controversial|3|8.645175885110344
dakota|25|6.524912348910252
access|10|7.441203080784407
shoot|8|7.664346632098617
iraqi|37|6.1328702611342285
injured|1|9.743788173778453
rocket|7|7.79787802472314
basra|2|9.050640993218508
approves|10|7.441203080784407
construction|4|8.357493812658563
trans|3|8.645175885110344
mountain|3|8.645175885110344
gulbenkian|1|9.743788173778453
foundation|3|8.645175885110344
holding|12|7.2588815239904525
thailand|3|8.645175885110344
pttep|1|9.743788173778453
dollar622m|1|9.743788173778453
reabold|1|9.743788173778453
gasfield|9|7.546563596442233
oci|1|9.743788173778453
create|5|8.134350261344352
fertiliser|1|9.743788173778453
powerhouse|3|8.645175885110344
500|22|6.652745720420137
paris|4|8.357493812658563
destabilise|1|9.743788173778453
normal|4|8.357493812658563
urge|16|6.971199451538672
oman|13|7.178838816316916
know|13|7.178838816316916
reacted|1|9.743788173778453
ramp|22|6.652745720420137
undermining|3|8.645175885110344
teneo|1|9.743788173778453
been|14|7.1047308441631944
playing|6|7.952028704550398
spooked|1|9.743788173778453
meddling|3|8.645175885110344
boris|2|9.050640993218508
dash|5|8.134350261344352
faint|1|9.743788173778453
2019|69|5.509681669181194
incident|1|9.743788173778453
confront|2|9.050640993218508
unpalatable|1|9.743788173778453
reality|18|6.853416415882289
build|157|4.687542368430145
zero|9|7.546563596442233
glencore|19|6.799349194612013
chad|2|9.050640993218508
pgnig|3|8.645175885110344
summer|9|7.546563596442233
rout|35|6.188440112289039
extreme|3|8.645175885110344
weather|16|6.971199451538672
sends|26|6.485691635756971
9|31|6.309800969293307
rebound|195|4.4707886152147065
restructuring|5|8.134350261344352
dollar4bn|4|8.357493812658563
morgan|14|7.1047308441631944
stanley|7|7.79787802472314
heidmar|1|9.743788173778453
accused|5|8.134350261344352
pain|17|6.910574829722237
crown|5|8.134350261344352
prince|6|7.952028704550398
gear|6|7.952028704550398
wave|15|7.035737972676243
liability|3|8.645175885110344
lawsuit|5|8.134350261344352
annual|9|7.546563596442233
allay|1|9.743788173778453
contamination|2|9.050640993218508
actor|1|9.743788173778453
behind|27|6.447951307774124
uae|21|6.69926573605503
tell|14|7.1047308441631944
un|7|7.79787802472314
downgraded|1|9.743788173778453
junk|20|6.748055900224462
gush|3|8.645175885110344
gosh|1|9.743788173778453
perplexed|1|9.743788173778453
complicated|3|8.645175885110344
dollar600m|2|9.050640993218508
saipem|2|9.050640993218508
dollar6bn|3|8.645175885110344
hurricane|36|6.160269235322343
produce|7|7.79787802472314
type|3|8.645175885110344
prime|3|8.645175885110344
offer|44|5.959598539860192
status|4|8.357493812658563
superpower|4|8.357493812658563
becomes|17|6.910574829722237
most|61|5.632914309605142
valuable|2|9.050640993218508
alex|1|9.743788173778453
beard|1|9.743788173778453
retire|2|9.050640993218508
ineos|16|6.971199451538672
nuclear|40|6.054908719664517
tumbling|6|7.952028704550398
spot|38|6.106202014052068
storm|39|6.080226527648807
v|15|7.035737972676243
oxy|1|9.743788173778453
lowest|39|6.080226527648807
since|192|4.486292801750672
march|52|5.792544455197026
sue|4|8.357493812658563
backed|11|7.345892900980083
anadarko|23|6.608293957849304
large|35|6.188440112289039
scale|13|7.178838816316916
store|9|7.546563596442233
ithaca|4|8.357493812658563
mild|1|9.743788173778453
44|4|8.357493812658563
omv|2|9.050640993218508
criticises|3|8.645175885110344
pollution|3|8.645175885110344
olive|2|9.050640993218508
branch|1|9.743788173778453
import|119|4.964664680666924
21|10|7.441203080784407
april|52|5.792544455197026
tainted|2|9.050640993218508
pollute|1|9.743788173778453
politics|8|7.664346632098617
papua|3|8.645175885110344
guinea|5|8.134350261344352
turmoil|33|6.247280612311973
adjust|3|8.645175885110344
living|5|8.134350261344352
developing|3|8.645175885110344
potential|42|6.006118555495084
robert|4|8.357493812658563
kaplan|3|8.645175885110344
slightly|46|5.915146777289358
different|3|8.645175885110344
towards|76|5.413054833492122
highest|67|5.539095554387487
2017|77|5.399982751924769
shock|14|7.1047308441631944
stir|4|8.357493812658563
numbed|1|9.743788173778453
sure|2|9.050640993218508
congress|5|8.134350261344352
vote|35|6.188440112289039
disclosure|4|8.357493812658563
support|150|4.733152879682198
fast|16|6.971199451538672
envoy|3|8.645175885110344
meet|44|5.959598539860192
greenpeace|1|9.743788173778453
office|4|8.357493812658563
reluctance|1|9.743788173778453
arduous|1|9.743788173778453
task|3|8.645175885110344
forcing|1|9.743788173778453
focal|1|9.743788173778453
point|45|5.937125684008134
embassy|1|9.743788173778453
play|61|5.632914309605142
haftars|2|9.050640993218508
tripoli|3|8.645175885110344
row|14|7.1047308441631944
libyan|49|5.851967875667826
survey|25|6.524912348910252
wreckage|2|9.050640993218508
fuelled|5|8.134350261344352
bust|21|6.69926573605503
insurer|1|9.743788173778453
persian|6|7.952028704550398
zone|35|6.188440112289039
fujairah|1|9.743788173778453
air|5|8.134350261344352
houthi|7|7.79787802472314
gamble|7|7.79787802472314
finding|4|8.357493812658563
value|18|6.853416415882289
woos|1|9.743788173778453
residency|1|9.743788173778453
scheme|5|8.134350261344352
shortage|19|6.799349194612013
unlock|5|8.134350261344352
installation|1|9.743788173778453
attacked|2|9.050640993218508
deeply|1|9.743788173778453
worrying|7|7.79787802472314
slowdown|50|5.831765168350307
jpmorgan|7|7.79787802472314
hsbc|9|7.546563596442233
mizuho|1|9.743788173778453
underwrite|1|9.743788173778453
dollar8bn|2|9.050640993218508
syndicated|1|9.743788173778453
loan|15|7.035737972676243
consumer|17|6.910574829722237
behaviour|1|9.743788173778453
four|36|6.160269235322343
sabotaged|1|9.743788173778453
flex|2|9.050640993218508
escalates|5|8.134350261344352
tender|8|7.664346632098617
may|420|3.703533462501039
disrupt|4|8.357493812658563
quo|2|9.050640993218508
wood|26|6.485691635756971
roy|2|9.050640993218508
franklin|2|9.050640993218508
pledge|21|6.69926573605503
reduction|6|7.952028704550398
research|14|7.1047308441631944
ruling|3|8.645175885110344
petrodollars|3|8.645175885110344
greenhouse|2|9.050640993218508
south|39|6.080226527648807
torn|3|8.645175885110344
sudan|16|6.971199451538672
flux|1|9.743788173778453
board|13|7.178838816316916
dollar55bn|6|7.952028704550398
resolve|1|9.743788173778453
portion|1|9.743788173778453
liberty|1|9.743788173778453
dollar1tn|5|8.134350261344352
communication|1|9.743788173778453
drag|36|6.160269235322343
dow|4|8.357493812658563
momentum|12|7.2588815239904525
blunted|1|9.743788173778453
tactic|4|8.357493812658563
general|6|7.952028704550398
patch|15|7.035737972676243
trustee|1|9.743788173778453
